ID,Group,Feature_1,Feature_2,Feature_3
ID110,B,2345.6663506246846,392.542005135235,4683.059712311949
ID111,C,2593.8361217184824,409.523213889525,-2181.052696991406
ID112,C,2969.3537813822495,406.15298761889676,-2552.723081646319
ID113,C,2745.530651168353,404.1243030400575,-2347.4472720354765
ID114,C,2620.6449446694737,398.4724173428045,-2236.1224991072804
ID115,C,2535.4166674978924,401.1908102190688,-2127.2809194348656
ID116,A,2510.6328316417703,411.0450165255144,5466.444762695456
ID117,B,2356.629671297521,378.1802693424873,4706.462161077696
ID118,C,2687.107951102209,422.7196278928834,-2265.6800452521097
ID119,C,1759.143074735501,387.0738470191067,-1384.744471642077
ID120,B,2155.262873425957,385.2271107807044,4319.607902855432
ID121,C,2349.7087641814055,393.7191347784035,-1957.3867345871065
ID122,B,2504.4278435107244,410.67048691444046,4994.843698597642
ID123,A,2382.684826275008,394.79946764532,5172.026654772369
ID124,C,2383.4741266090323,389.68652211796683,-1982.4943673835148
ID125,C,2815.042587079541,413.126387578094,-2373.751631761762
ID126,A,2490.379183835646,390.7374241575318,5522.6573463677405
ID127,C,2485.679840328838,403.69710914042236,-2097.223404528981
ID128,A,2416.7971152693685,403.45384474700495,5218.795710382912
ID129,A,2358.359119598668,417.7079675195109,4977.788830952509
ID130,C,2444.4011089920104,434.7926333978655,-2032.0194895479954
ID131,A,2558.6260677279615,393.37770098765077,5710.108428314375
ID132,C,2946.514881128646,365.57587396755406,-2576.1649675323783
ID133,C,2597.453070097453,432.31685714267024,-2168.629593897691
ID134,C,2143.5573029759976,389.81237850025747,-1759.554237378259
ID135,A,2455.1757153280455,408.21376259635775,5315.34396857772
ID136,A,2409.00132546842,396.1585538273879,5228.53494084805
ID137,A,2092.090888217502,381.4667840063706,4360.047450623485
ID138,B,1858.594795192727,392.23274837956194,3725.0939734092626
ID139,C,2620.28112964953,396.7307438485448,-2231.9836766010976
ID140,A,2712.052716629901,406.7195541006494,6093.615026027576
ID141,B,2737.782335418426,408.52232765212136,5471.6174139949335
ID142,C,2429.9730754313036,405.82747110517636,-2036.8389409288047
ID143,C,2757.923594134511,400.5339832432921,-2356.003549158392
ID144,C,2609.8841605434145,388.38793578903613,-2211.3289301883997
ID145,B,2717.926948182886,379.3538834456112,5432.059924166434
ID146,A,2505.3815365568407,409.9986784226482,5483.123591857284
ID147,A,1814.3560264227626,390.2890408597762,3474.8644238414727
ID148,A,2056.346461719531,402.6134552599572,4142.377282264334
ID149,A,2094.040017625187,397.26553847841484,4296.341201947141
ID150,C,2491.3163415145023,392.9506432045657,-2087.103292011436
ID151,C,1984.7702585631812,402.5829445210426,-1577.4718158705177
ID152,A,2154.1272228502817,407.18194931053284,4429.076488333885
ID153,A,2782.3092432954068,417.48223171482044,6255.340031089663
ID154,A,2191.441920657167,403.5366442763457,4565.953368229173
ID155,B,2519.660742941665,405.7585442304672,5044.15163283138
ID156,C,2623.1410871312114,418.18709092590086,-2208.7002336894616
ID157,A,2149.3208933005976,403.3029896806608,4423.814533484389
ID158,A,1925.6777122268707,405.519310961323,3757.374130129384
ID159,B,2521.9706707473865,373.90823985146807,5049.1315598385145
ID160,A,2724.9064398977835,400.4438958938054,6146.074030020944
ID161,C,2525.8414900589974,369.19486175731464,-2175.4371937728406
ID162,B,1978.8295218426724,400.84087835182356,3952.862890962349
ID163,B,2546.480133232265,393.3063159905592,5100.504571025724
ID164,B,2408.1700482732085,405.73565562093455,4815.088358578016
ID165,A,2770.582245169433,410.4856840326683,6263.706428818091
ID166,A,2749.713629925973,406.92106128070077,6204.84531028109
ID167,A,2373.488236465944,401.866540992958,5105.482534003915
ID168,B,1824.6915122655798,395.8149428771407,3663.8881554028876
ID169,B,1994.2827667648094,436.85243581934463,3976.259507076669
ID170,C,2738.7118468532385,400.3896871919424,-2347.05895906971
ID171,B,2397.224641201921,398.21521668557034,4790.806529651125
ID172,A,2610.5400722211766,385.8990420040662,5914.578276035271
ID173,A,2470.77098806432,393.54042820981596,5418.6978383265205
ID174,B,2691.6620494858466,410.5109857550517,5385.112885939842
ID175,C,2818.4160050214173,412.23974225288896,-2408.295019890752
ID176,B,2267.923969007111,386.1685509795889,4516.761661386106
ID177,B,2291.1953687198325,401.9309364075451,4582.201260593637
ID178,B,2376.2930680039112,370.3672751083065,4768.536357970677
ID179,A,1956.9079089174538,397.37569795350066,3888.890382480314
ID180,A,2959.248039326276,371.23624965429576,7036.086883653063
ID181,A,2490.024672036841,401.79988559406394,5448.6483819062005
ID182,B,2478.4053886601755,400.66924129710304,4962.747775669846
ID183,C,2520.5958934887267,400.70324685150473,-2120.8156050481475
ID184,B,2849.670878578947,413.28093199775566,5691.481479350443
ID185,B,2425.451211307944,375.3890182436731,4865.72788540864
ID186,A,2356.155122290823,412.76454130347713,5001.261357314556
ID187,A,2247.562998609792,397.82149815383457,4750.879760741946
ID188,B,2459.696125220861,408.8024181151532,4908.3326617523535
ID189,C,2272.825098542901,386.0820193763411,-1899.581279286623
ID190,A,2549.0169404040744,409.5501477118051,5597.415790094323
ID191,C,2218.058369877698,385.3075801236243,-1847.6687977004428
ID192,C,2666.903247205969,399.2254187864534,-2262.7663716575053
ID193,B,2061.348904818348,422.8789164374786,4131.614795905027
ID194,B,2450.7236677344335,380.4613954506513,4896.156716813649
ID195,B,2696.9910030614637,407.4590645775042,5400.730383314885
ID196,C,2259.639687104103,384.96817763799737,-1870.1892089401713
ID197,A,2251.7243987088927,399.09382500354144,4762.172189699437
ID198,A,2327.5512871595074,382.40157737087264,5082.287517545589
ID199,B,2493.7745246356767,385.3977877330447,4974.202044854994
ID200,A,2155.333142803364,411.2245610315267,4390.875208194146
ID201,C,3025.1171980856548,398.55494552371323,-2635.5607726784656
ID202,C,2855.9254953123645,394.3602456536257,-2462.4130023016205
ID203,A,2358.955827599686,381.77121868129814,5170.641587134861
ID204,C,2727.9471146711435,408.2458045982087,-2322.6648254438205
ID205,C,2415.1016952952614,402.13453578635296,-2023.3983169697024
ID206,C,2303.201746034842,399.4223679477075,-1884.640864127783
ID207,B,2872.6385485019373,387.4343553431528,5741.306768780027
ID208,B,2059.433061668152,378.3958715098589,4118.3345450738625
ID209,A,2753.5201158911827,396.6217094970836,6286.637053889161
ID210,A,2324.742858673326,390.7665010392943,5008.793881612052
ID211,A,2340.999289439277,369.2704430643526,5189.971375917651
ID212,C,2946.282942899872,416.39736541124705,-2532.1862748186513
ID213,C,2323.5235548023024,400.83850700921107,-1930.0460508420365
ID214,B,2079.9214278544896,375.73166364507637,4146.951406573275
ID215,B,3417.1973000883186,417.39512417199046,6845.715205325543
ID216,A,2597.662009200639,394.48362887595994,5824.68891067379
ID217,A,2615.5389224294995,380.5798214394083,5948.83974634271
ID218,C,2603.2124691955055,390.920123109255,-2219.2386152285767
ID219,B,2167.2054947405472,400.4549197042192,4321.847604961167
ID220,B,2602.6172538307615,404.5199334896354,5198.785094884354
ID221,C,2326.9338629538925,384.0217240224178,-1934.7187750842152
ID222,A,2839.8223662030728,408.6617651437506,6461.74714877458
ID223,B,2649.749861341466,392.93867372755255,5284.035790083446
ID224,B,2758.04859480804,389.44330563218585,5517.740172122672
ID225,B,2487.177003166907,395.3768321786744,4965.427980688546
ID226,B,2477.4468559559505,393.88084711849353,4974.708575855482
ID227,B,2450.9269098637233,409.0317535572404,4886.511930150695
ID228,C,2311.9060275681586,415.38688486717984,-1891.466959356982
ID229,C,2993.9517399018505,408.0621034396345,-2588.7703257968324
ID230,C,2466.0173674177663,407.2811716195097,-2056.2936155619755
ID231,A,2901.5344149379266,401.70583645482213,6683.988868743606
ID232,B,2603.737288458799,390.5590332997266,5216.698474668647
ID233,C,2669.9910785091292,405.0924833707874,-2246.7876809374775
ID234,B,1972.0518340868468,425.83326556322544,3937.232332749149
ID235,B,2123.209215813223,406.9157420229423,4268.032371560078
ID236,B,2799.7983915079813,412.25723416539364,5606.753642889325
ID237,B,2512.0504594046542,408.237666897152,5022.010955257346
ID238,A,2652.542196674719,401.2583318974234,5947.881668087964
ID239,C,2570.6001006464685,425.1514449926116,-2146.7143456793756
ID240,C,2243.6485384919315,432.6780220084054,-1795.0982847392002
ID241,A,2667.032839762861,372.24137560250796,6134.470803150097
ID242,B,2156.5580299805215,406.73751048288904,4317.045180092151
ID243,B,2484.2623884632194,403.2602092117516,4969.786972732392
ID244,A,2666.394177844767,413.1757327826395,5927.9443965982955
ID245,A,2446.3247540550024,403.97598829341393,5292.057047240387
ID246,A,2438.946892997294,394.00506469650054,5335.064659415745
ID247,C,2619.0077805381156,402.7950508608181,-2218.4038115855983
ID248,B,2813.5249013040348,372.32693908141334,5636.990674410973
ID249,C,1998.271409773946,400.1073399859269,-1608.512469766788
ID250,B,2670.539863767539,386.43446724224515,5327.590596206038
ID251,C,2389.0251778544975,379.7725618312114,-2004.4578646211696
ID252,A,2784.8860652348408,411.1784663476432,6303.868997046272
ID253,C,2494.2104875601976,373.65470045369835,-2139.76676406618
ID254,A,2541.9697740049396,382.948435491806,5700.644182944656
ID255,B,2095.980610391516,413.53809526169226,4186.432271033614
ID256,B,2140.0758477701856,380.7146584244253,4277.023146343017
ID257,B,2159.1593388166743,404.6545393504931,4282.905605945808
ID258,A,1875.3610753022708,386.62878147835823,3702.5764805892222
ID259,A,2004.1624135407276,401.2185264191638,4000.9489333530505
ID260,A,2705.0152105608386,391.43509465285354,6170.038265267598
ID261,A,2429.5226035372543,399.037769474418,5299.327211832745
ID262,A,2776.1208120772917,395.81891193020186,6363.621949833247
ID263,A,2781.213969481539,386.4881729752793,6420.066190777365
ID264,B,2686.5222560453617,431.52342214574435,5355.627922677423
ID265,A,1995.73918876138,390.6975025439445,4033.3123319246124
ID266,C,2698.3653240708945,402.3445575292674,-2292.5622370899455
ID267,C,2687.352243693796,391.0187269832722,-2280.5248004993227
ID268,B,2856.975000315516,410.58876407108113,5717.6609361940355
ID269,B,2295.111403877129,422.2863130644961,4585.835142274602
ID270,B,2304.062048276353,400.2523162706543,4606.73453631756
ID271,C,2628.929994855829,396.1419064322432,-2228.645805617032
ID272,B,2448.0184086454306,402.47808320153007,4890.362797759107
ID273,B,2824.1803750633276,407.6039823530441,5645.5593489336125
ID274,A,1632.1617112826796,399.2100533079516,2904.0227289947456
ID275,B,2271.579600533611,427.59558134335833,4544.4450858675045
ID276,C,3092.5413520954817,384.8329600909118,-2708.2584940171396
ID277,B,2831.7802356894476,403.32415661178953,5650.067467388611
ID278,B,2833.9595068573512,405.04035724615835,5678.104143606508
ID279,A,2498.342501882224,407.2828383004829,5463.170080549894
ID280,A,2110.158515530256,393.3428743249858,4373.613052987
ID281,B,3005.1767374495644,395.1518380155154,6006.094870392628
ID282,B,2884.711725579246,402.9299612464693,5765.719569723076
ID283,C,2396.892932876666,381.443890051127,-2020.8619324910426
ID284,B,2152.7850640987235,383.2398916100361,4305.808014835536
ID285,C,2317.3248971110374,395.8530956810206,-1910.245236496284
ID286,C,2199.3450337885915,405.16369268566217,-1799.5297141328078
ID287,B,2346.697443490854,397.7185877177775,4694.647432576143
ID288,C,1908.5164705533098,398.8973688934421,-1514.544846794965
ID289,C,2797.823430534601,388.0617042610855,-2398.1993072585647
ID290,A,2863.5095376622658,385.1762618643416,6658.299464675318
ID291,B,2277.31921369875,402.0642373171018,4568.777392016822
ID292,B,2829.5640011184682,414.3890749957698,5653.775088236026
ID293,B,2111.553599995092,416.1255101457727,4220.046783830088
ID294,C,1809.6830041937983,385.50897856979606,-1426.9697353947015
ID295,B,3295.5439423679836,415.85481837727406,6569.591579061005
ID296,B,2537.203383374619,415.2782368618356,5072.043941250503
ID297,B,2773.118748646045,413.78312067354574,5562.03653217669
ID298,C,2663.551013445782,382.26345870281324,-2280.7926866945727
ID299,A,2736.9894440323615,377.5072192176132,6329.035923998994
ID300,B,2559.8018136166697,419.1830432099268,5118.809887193301
ID301,A,2458.001519620272,376.82385504933137,5485.429917358962
ID302,B,2466.0802283575163,385.79155180958446,4919.368430526628
ID303,B,2407.122170757741,426.62614108544136,4823.338531797985
ID304,C,2482.8445899423537,410.144977851918,-2072.2704954127457
ID305,A,2218.701472346588,413.3592681100043,4612.36146819346
ID306,C,2331.006988488359,433.0419414833619,-1907.7574952464709
ID307,A,2767.9790279668737,395.4312649133295,6328.196800459341
ID308,C,2367.9666115293926,420.63507077149535,-1969.2831967584038
ID309,A,2228.4661321146696,400.11745267433884,4682.253188435168
ID310,C,2402.630055294848,434.34904838992526,-1972.6453848026222
ID311,A,2584.9864535403703,364.52354990857856,5940.046316640978
ID312,A,2260.62261277155,409.11939108838936,4737.129418232434
ID313,A,2970.0186826339404,378.34125094608896,7026.569636422298
ID314,A,2835.8379736899087,410.152630970027,6468.752077584615
ID315,B,2209.4261187764396,374.1080383132899,4412.100840864498
ID316,C,2869.968618681019,395.06528761696234,-2483.704604243438
ID317,A,2233.5785095431406,395.2132289410334,4744.862608608797
ID318,A,2336.4745982164754,375.62785981502856,5146.468326704382
ID319,B,2682.558712398812,372.36745859354966,5372.182082331428
ID320,C,2239.9631295245204,390.5495631057384,-1845.629264224035
ID321,B,2330.142797693224,394.0514385925059,4664.490233426655
ID322,A,2417.0641754808903,395.6655863531061,5277.168447284941
ID323,A,1857.3878486443414,374.042335750754,3697.5754947212854
ID324,A,2851.454879782509,397.06237087090136,6558.5226301985585
ID325,A,2522.0409620932955,426.4490185294099,5437.237285664939
ID326,A,2428.523546281259,392.1701388146016,5305.468910948069
ID327,B,2599.452445139118,384.5163628163287,5209.265268390088
ID328,A,2241.22753168187,416.7124117833155,4618.530166914216
ID329,C,2581.8565490716956,403.67171943561,-2186.4231572226113
ID330,C,1912.8435404660283,380.58202887643023,-1532.2450364271858
ID331,C,2364.4025925613246,387.46279189018554,-1986.2728260520405
ID332,A,2443.3684308771576,417.29890580944925,5244.834669922236
ID333,A,1903.3075938442048,370.90659427897253,3860.465720885024
ID334,C,2418.4949793930296,405.9448252618598,-2011.1782929010556
ID335,A,2543.4803903606967,392.44839148107485,5667.5978136496515
ID336,C,2606.801678366339,409.0080318592419,-2179.1634889878887
ID337,C,2672.4615556327362,410.20845874881275,-2272.700399022174
ID338,A,2510.4463030092397,405.9993485014014,5506.830876075748
ID339,B,2500.131929317938,400.4635397421942,5001.88913706985
ID340,B,2548.3613839473865,423.35358103010753,5096.531638399974
ID341,B,2080.587040354934,376.2176344864842,4172.1892001153565
ID342,A,2194.8858763832873,397.94618614965685,4589.526529775653
ID343,A,2173.1887490882546,390.05177039006685,4571.701897831529
ID344,B,2725.2284205832793,385.9876898709003,5444.296275186504
ID345,A,2548.6354862900625,411.9334241612413,5581.316216849675
ID346,A,2687.170133171436,402.25767217786506,6034.9598021640395
ID347,B,2755.1394109510393,405.3645954255037,5515.383418226837
ID348,C,2737.063379903603,414.46717804552435,-2324.450156736918
ID349,C,2533.2180594174106,388.57547559470225,-2148.7682416427297
ID350,A,2823.3722428229544,412.5621160440409,6416.7110673055195
ID351,C,2493.3924654068446,387.95815373757324,-2084.029369027671
ID352,B,2360.1860221676625,403.20423396383114,4731.904689464267
ID353,B,2663.17634491706,424.6837850761909,5320.498679149927
ID354,C,2168.5940501202217,396.2152689943767,-1783.7772683549229
ID355,B,2282.8835905772034,386.2997174408587,4555.1170723074165
ID356,C,3018.270008720301,416.17345344621566,-2613.858887886123
ID357,C,2515.017175746468,370.4705040733649,-2112.178432259799
ID358,B,2510.351502565453,414.09857696887923,5006.453980424593
ID359,C,2220.908875770846,406.9484376395886,-1816.1969422877153
ID360,A,2766.69403360137,362.875771243236,6465.205605126122
ID361,A,3008.638549850366,399.04812107227923,7031.070245173475
ID362,C,2495.911747243254,404.9616705956452,-2073.1867281268337
ID363,B,2417.1423978189846,394.20492756443656,4826.0849298514795
ID364,B,2516.6040575439883,389.6588001720787,5052.624583487639
ID365,C,2813.802390420578,424.16166357788217,-2409.3353917359404
ID366,C,2530.4925945219866,431.28961743333144,-2105.562837357087
ID367,B,2668.049002866544,403.49152436847857,5354.373954170271
ID368,A,2403.766039230712,413.1068057941346,5134.628264323782
ID369,C,2322.200555317755,374.97574848011936,-1951.4913547734639
ID370,A,2382.3911721065124,429.19774835711456,5009.800151044281
ID371,C,2489.370553071988,397.9690336054084,-2085.3884497406752
ID372,A,2406.6517004111142,399.27567206968274,5236.2019490647735
ID373,C,1717.3175054252208,420.03543920759574,-1305.4499553367373
ID374,B,2653.365805274268,423.74434580121226,5322.477676092139
ID375,C,2056.5039211000767,407.4210842621707,-1642.9739821832297
ID376,B,2258.0179431158385,415.68425441668325,4534.147753700073
ID377,A,2731.973899030019,384.36265891155483,6267.622138891754
ID378,B,2953.6217350754064,380.8691661378687,5897.548111562918
ID379,B,2891.4947409605534,375.4303330389975,5780.832511382943
ID380,C,2490.0888961404703,389.65241221522973,-2123.142986338856
ID381,C,2860.381330898503,382.12899041015515,-2453.1058920559653
ID382,A,2474.918671496495,398.6112059535852,5437.291085534101
ID383,B,2174.303544551296,403.00146749175997,4345.083430659352
ID384,A,2119.4449027095225,407.3855295913382,4316.19655381356
ID385,A,2267.581849809032,377.43517546825836,4914.245245574557
ID386,A,2319.1904019335457,397.2172035717152,4956.879406348677
ID387,C,2386.1423898400926,374.70016784646725,-2034.246504091557
ID388,A,2155.7097540960804,392.64898111520887,4507.731935492522
ID389,B,2524.8079267885123,409.1117909372959,5054.2666146900565
ID390,A,2806.7705212359333,428.79984632702264,6281.976463099775
ID391,C,2056.284487257746,380.89165420505924,-1680.4054645304457
ID392,B,3070.3154164310495,406.4931340193644,6131.444664083758
ID393,A,2238.0046828495265,400.62409989455807,4696.244065972424
ID394,B,2475.4419603454216,417.12918082400904,4957.22723056436
ID395,C,2851.568475094424,412.87619541957275,-2435.9822856959704
ID396,A,2496.7195355897425,398.768659685878,5510.979571733967
ID397,A,2401.772383591727,406.72006092877336,5171.419244968558
ID398,A,2719.5866447649532,394.0068266495476,6196.104002273572
ID399,C,2334.565245940052,398.0998411556634,-1923.304288483194
ID400,B,2274.3598862398803,391.4957524734737,4559.27766555972
ID401,A,2181.591826865768,389.7812070119586,4587.644353372259
ID402,A,2702.5399910855276,408.5694319269873,6054.64136253874
ID403,A,2774.1670990244174,389.3549514037165,6395.152801214624
ID404,A,3033.255155528119,430.3508648000148,6940.258574955556
ID405,B,2651.043737334461,406.49677752253655,5311.249391439945
ID406,C,2502.07586674195,391.8623894582624,-2078.652555657293
ID407,C,2409.6078382623823,409.6862698608375,-2010.127605890705
ID408,B,2470.867708024739,417.99030099664105,4946.223590228547
ID409,A,2558.0435885279544,384.9698756703428,5750.342527207908
ID410,B,2673.020004736434,394.52572145976796,5339.987549039952
ID411,B,2216.2209012608805,398.7528549837288,4423.446810076491
ID412,B,2406.609103771095,412.91856743743824,4801.35020450777
ID413,B,2344.806594628986,397.9418545639825,4699.17499408815
ID414,B,2516.700088814032,374.11840998875306,5029.112486299892
ID415,B,2556.890617475087,385.9633220432072,5124.154929741021
ID416,C,1763.4644621215768,388.122888875325,-1360.9894641769413
ID417,C,2649.1939813229824,396.00091849737873,-2248.9752160169382
ID418,B,2348.496097396711,410.2777137027686,4701.783405291718
ID419,B,2615.8301961857464,414.2181190933036,5229.064698176528
ID420,B,2360.493985903658,405.1246004353651,4741.762311310651
ID421,C,2535.909164211376,391.193213753942,-2122.342262831068
ID422,A,2656.8253139576896,392.0323125853422,6003.087102242306
ID423,A,2576.2168975899945,392.7036825607515,5752.131587154037
ID424,A,1846.8951759055158,414.6621092824455,3459.93744983899
ID425,B,2610.110661729846,391.6610009925691,5219.5346963005895
ID426,A,2599.860232029333,390.9148446734152,5842.139716926734
ID427,B,2351.239591270347,400.79092035531096,4699.491031876214
ID428,A,2528.2343068712817,429.1558134081407,5455.586053640887
ID429,C,2614.6114960951368,394.27827833282953,-2228.467995791819
ID430,C,1959.7596652391317,435.6491850903849,-1528.167745049712
ID431,B,2638.836910954107,418.8792194062871,5281.660720630395
ID432,A,2457.097428824786,408.14771322319444,5340.041588896597
ID433,A,2578.676459775249,393.55138979968063,5782.2730860370675
ID434,A,2530.1669263646986,425.98339754331045,5454.857142533997
ID435,A,2950.1970289120395,407.4812525921191,6818.265644402263
ID436,A,2485.770875890647,399.2875415951867,5463.655665308046
ID437,C,2276.178642576661,404.781362022923,-1873.6203975471906
ID438,B,2084.99518819225,401.28415198353684,4167.913988655823
ID439,A,2413.7828472756714,393.36313169951643,5279.553913304852
ID440,C,1938.0560177040313,383.65138747917854,-1552.8169612798456
ID441,A,2198.1240932491305,387.7542557863952,4657.114834470445
ID442,C,2436.350945921059,385.84405457365204,-2035.4683226875738
ID443,B,2134.8679598669405,382.68950570467365,4293.717750501163
ID444,A,2547.8458886029784,407.4531300711906,5585.541612020589
ID445,A,1985.593760097077,424.6600619059336,3841.3927738521043
ID446,C,2565.5561149806085,408.15449704593385,-2173.8474891409764
ID447,B,2894.429235589964,407.13799938685344,5796.482190390288
